t [ms] 	      u [m/s]
14156.27 	 0.35243700
14180.79 	 0.36342700
14188.81 	 0.36085200
14197.22 	 0.35375500
14208.00 	 0.34295000
14210.24 	 0.34940200
14218.35 	 0.35101200
14240.80 	 0.34906500
14287.71 	 0.33637400
14290.14 	 0.35717400
14291.93 	 0.34737900
14293.38 	 0.35430700
14296.00 	 0.34011400
14300.03 	 0.34103400
14309.25 	 0.34034400
14332.11 	 0.34184600
14334.43 	 0.35274400
14343.47 	 0.34616800
14367.31 	 0.33625100
14367.98 	 0.34255100
14386.45 	 0.33479500
14389.40 	 0.33617500
14400.79 	 0.33150000
14410.84 	 0.33497900
14421.38 	 0.33784500
14421.80 	 0.34180000
14427.78 	 0.35409300
14434.28 	 0.34443600
14437.08 	 0.35556400
14441.18 	 0.35637700
14441.70 	 0.33917900
14458.75 	 0.33473400
14502.96 	 0.33625100
14522.89 	 0.34311800
14525.09 	 0.33229700
14566.70 	 0.33542400
14589.62 	 0.34337900
14601.73 	 0.33550000
14633.92 	 0.35070500
14635.16 	 0.34974000
14643.81 	 0.35712800
14646.36 	 0.34330200
14650.48 	 0.34324100
14655.81 	 0.34774700
14688.45 	 0.33375300
14692.92 	 0.33738600
14702.24 	 0.33447300
14715.13 	 0.33753900
14772.94 	 0.35121100
14779.37 	 0.34526400
14784.95 	 0.34892700
14788.49 	 0.34071200
14795.63 	 0.34837500
14804.07 	 0.34432900
14809.91 	 0.33991500
14831.73 	 0.33117800
14856.20 	 0.33010500
14868.72 	 0.32851100
14880.95 	 0.31813400
14888.53 	 0.31902300
14901.79 	 0.32616600
14993.26 	 0.31790400
14996.47 	 0.31160500
15008.69 	 0.30895300
15015.85 	 0.31477700
15017.36 	 0.31163500
15065.83 	 0.32822000
15096.85 	 0.33461100
15097.33 	 0.34527900
15145.57 	 0.35050600
15160.98 	 0.35010800
15180.78 	 0.34898900
15196.66 	 0.33435100
15200.33 	 0.33770800
15202.39 	 0.34954000
15226.35 	 0.33157600
15235.69 	 0.35067500
15285.96 	 0.34192300
15321.90 	 0.34802300
15333.23 	 0.32909300
15356.00 	 0.33770800
15363.01 	 0.33479500
15370.59 	 0.34747100
15375.63 	 0.34868200
15377.33 	 0.35334200
15380.31 	 0.34005300
15382.08 	 0.33917900
15467.52 	 0.35476700
15472.99 	 0.34894300
15486.43 	 0.35213100
15506.06 	 0.34586200
15522.42 	 0.34596900
15545.40 	 0.34170800
15546.69 	 0.34952500
15554.44 	 0.34924900
15565.08 	 0.34478900
15573.73 	 0.36138900
15599.14 	 0.34353200
15607.85 	 0.34727200
15643.78 	 0.34664300
15645.43 	 0.32818900
15657.55 	 0.33779900
15659.83 	 0.34393100
15666.32 	 0.35121100
15673.81 	 0.34224400
15703.65 	 0.33291000
15707.82 	 0.33508600
15708.77 	 0.34129400
15725.50 	 0.34607600
15732.26 	 0.33188300
15757.10 	 0.34532500
15760.50 	 0.34348600
15804.22 	 0.33844300
15840.97 	 0.33761600
15854.61 	 0.35206900
15861.11 	 0.35580900
15895.53 	 0.34567800
15937.69 	 0.36358000
15945.21 	 0.35156400
15990.69 	 0.35124200
15995.54 	 0.34089600
16019.73 	 0.34003700
16029.93 	 0.34718000
16053.42 	 0.34839100
16072.22 	 0.36401000
16078.89 	 0.35099700
16087.37 	 0.36076000
16093.16 	 0.34785400
16110.94 	 0.34504900
16159.48 	 0.35098100
16176.08 	 0.33695600
16192.58 	 0.33933200
16225.87 	 0.36037700
16227.29 	 0.34782400
16238.88 	 0.34690400
16250.13 	 0.36109700
16277.96 	 0.34506500
16286.77 	 0.33901000
16295.68 	 0.33551600
16347.32 	 0.33680300
16353.74 	 0.33565400
16417.67 	 0.35338800
16488.73 	 0.35047500
16491.51 	 0.34434400
16506.09 	 0.35654500
16521.77 	 0.36339700
16522.56 	 0.36522100
16526.46 	 0.35741900
16561.05 	 0.35895200
16588.12 	 0.34538700
16599.17 	 0.34615300
16628.70 	 0.34747100
16639.12 	 0.35145600
16647.28 	 0.34831400
16652.77 	 0.35636100
16664.21 	 0.35082800
16672.68 	 0.34776200
16676.24 	 0.35285100
16688.84 	 0.35029100
16719.55 	 0.35294300
16722.19 	 0.36437800
16737.08 	 0.36397900
16762.28 	 0.36804100
16773.90 	 0.35956500
16775.01 	 0.35833800
16776.17 	 0.35754100
16790.16 	 0.36894500
16797.85 	 0.35766400
16818.37 	 0.35161000
16831.12 	 0.36535800
16876.93 	 0.37927600
16889.31 	 0.35279000
16892.80 	 0.36195600
16900.95 	 0.34934100
16907.95 	 0.35058300
16914.29 	 0.36065300
16930.89 	 0.34124800
16934.66 	 0.34193800
16946.48 	 0.34482000
16961.35 	 0.35318800
16962.12 	 0.33168400
16983.85 	 0.33292500
16995.88 	 0.34779300
17001.60 	 0.32933900
17003.91 	 0.33355400
17005.27 	 0.32940000
17012.37 	 0.32368300
17031.90 	 0.33225100
17057.44 	 0.34322500
17071.38 	 0.36037700
17078.62 	 0.35138000
17090.62 	 0.34554000
17093.80 	 0.35003100
17116.23 	 0.33269500
17121.85 	 0.33661900
17143.53 	 0.33642000
17145.45 	 0.33703300
17148.59 	 0.34955600
17158.07 	 0.33358400
17167.94 	 0.34037400
17170.03 	 0.33367600
17178.72 	 0.33140800
17181.37 	 0.33588400
17198.82 	 0.34316400
17218.52 	 0.33714000
17251.66 	 0.32294700
17254.61 	 0.32585900
17259.85 	 0.33252700
17264.04 	 0.33042700
17269.90 	 0.34363900
17289.75 	 0.32771400
17293.18 	 0.33917900
17294.81 	 0.33223600
17298.42 	 0.34176900
17318.77 	 0.33658900
17338.54 	 0.33356900
17349.76 	 0.33056500
17362.44 	 0.33257300
17367.88 	 0.32943100
17370.40 	 0.32958400
17373.23 	 0.32753000
17375.61 	 0.32835800
17380.15 	 0.34048200
17384.33 	 0.33844300
17391.13 	 0.33744700
17418.45 	 0.33666500
17424.55 	 0.34547900
17430.10 	 0.34607600
17435.04 	 0.34865100
17454.90 	 0.34742500
17456.67 	 0.35731100
17465.54 	 0.36664600
17475.99 	 0.34980100
17480.41 	 0.34981600
17504.96 	 0.35403100
17600.56 	 0.35111900
17611.08 	 0.34279600
17611.58 	 0.34564700
17617.64 	 0.34344000
17629.50 	 0.34748600
17649.57 	 0.35565600
17660.67 	 0.34466600
17668.44 	 0.35820000
17685.76 	 0.34573900
17724.71 	 0.34733300
17750.68 	 0.34997000
17751.41 	 0.35536500
17754.92 	 0.34767000
17760.90 	 0.33825900
17771.48 	 0.34253600
17799.77 	 0.34163100
17817.31 	 0.35749500
17823.28 	 0.36076000
17825.84 	 0.34293400
17828.88 	 0.34291900
17830.71 	 0.35614700
17833.44 	 0.35778700
17838.28 	 0.35787900
17870.78 	 0.35328000
17873.23 	 0.33763100
17879.09 	 0.35315800
17895.28 	 0.35524200
17898.58 	 0.34304200
17912.11 	 0.34442100
17932.03 	 0.33707900
17941.97 	 0.33596000
17942.34 	 0.33269500
17942.57 	 0.34086500
17944.70 	 0.34236700
17948.34 	 0.34314900
17957.95 	 0.34363900
17976.13 	 0.34186100
17981.73 	 0.33379900
17987.06 	 0.33911800
17987.70 	 0.33346200
17993.61 	 0.33712500
18004.94 	 0.33971500
18013.60 	 0.33441200
18045.58 	 0.34219800
18088.08 	 0.35136400
18126.20 	 0.34719500
18135.03 	 0.34780800
18205.59 	 0.36353400
18221.89 	 0.35435300
18227.96 	 0.35390900
18246.97 	 0.35406200
18252.04 	 0.35922700
18281.81 	 0.34747100
18287.88 	 0.37374300
18292.02 	 0.36292100
18294.93 	 0.36793300
18308.99 	 0.35725000
18315.28 	 0.35626900
18338.38 	 0.36595600
18338.86 	 0.35645300
18345.58 	 0.35859900
18353.70 	 0.36975700
18355.27 	 0.35464400
18358.88 	 0.35231500
18385.41 	 0.35809300
18414.23 	 0.35792500
18458.89 	 0.35626900
18460.08 	 0.35985600
18517.52 	 0.35608500
18534.09 	 0.35875200
18541.44 	 0.34348600
18550.91 	 0.35956500
18555.03 	 0.34891200
18571.04 	 0.34443600
18572.18 	 0.34767000
18576.69 	 0.34376200
18584.35 	 0.34117200
18608.57 	 0.35438400
18613.35 	 0.35867600
18613.81 	 0.35564100
18615.98 	 0.36289100
18653.94 	 0.34511100
18655.36 	 0.35110400
18656.59 	 0.35252900
18658.88 	 0.34543300
18676.07 	 0.35321900
18676.96 	 0.35185500
18687.34 	 0.33979200
18711.87 	 0.34226000
18731.81 	 0.34351700
18756.72 	 0.33842800
18781.39 	 0.34281200
18802.56 	 0.35104300
18803.21 	 0.34302600
18813.49 	 0.34328700
18817.78 	 0.35088900
18818.11 	 0.35959500
18888.16 	 0.34409900
18889.49 	 0.36322800
18908.79 	 0.35260600
18918.87 	 0.35435300
18925.46 	 0.34805400
18927.39 	 0.35732700
18942.94 	 0.34714900
18944.13 	 0.36244600
18954.78 	 0.33737000
18955.19 	 0.35358700
18957.71 	 0.34681200
18959.57 	 0.35838400
18963.15 	 0.34334800
18966.74 	 0.35464400
18981.66 	 0.35795500
19012.93 	 0.34146300
19016.59 	 0.34934100
19023.35 	 0.35349500
19043.87 	 0.33807500
19045.69 	 0.34724100
19062.00 	 0.33508600
19115.70 	 0.35452200
19118.73 	 0.34514100
19183.74 	 0.35767900
19208.87 	 0.35286600
19214.38 	 0.34451300
19239.18 	 0.35282000
19253.63 	 0.34451300
19254.03 	 0.34101800
19254.28 	 0.35504300
19262.51 	 0.34416000
19284.68 	 0.34895800
19286.42 	 0.34440600
19303.09 	 0.34646000
19304.17 	 0.34860500
19309.71 	 0.33819800
19322.82 	 0.34255100
19325.63 	 0.33968500
19329.82 	 0.33974600
19332.97 	 0.34419100
19335.77 	 0.34124800
19338.79 	 0.33914800
19341.40 	 0.34025200
19341.67 	 0.35139500
19353.18 	 0.34160100
19364.50 	 0.34230600
19380.97 	 0.35023000
19391.79 	 0.34285800
19398.93 	 0.34265800
19407.52 	 0.34483500
19416.78 	 0.35815500
19443.31 	 0.34943300
19455.17 	 0.34575400
19463.50 	 0.35196200
19464.43 	 0.34457400
19473.77 	 0.35099700
19489.70 	 0.34029800
19516.24 	 0.33718600
19530.95 	 0.33977700
19548.06 	 0.34624500
19549.23 	 0.34390000
19559.36 	 0.34075800
19564.14 	 0.33464200
19565.04 	 0.35441500
19590.26 	 0.33004400
19605.43 	 0.34288800
19611.37 	 0.33032000
19632.15 	 0.33335400
19656.23 	 0.35030700
19657.40 	 0.34765500
19684.71 	 0.34725700
19768.74 	 0.33340000
19772.27 	 0.34554000
19783.17 	 0.33487200
19789.99 	 0.34227500
19829.29 	 0.33868800
19833.92 	 0.33879600
19889.16 	 0.34097200
19925.93 	 0.33326200
19926.43 	 0.34429800
19930.31 	 0.34130900
19938.54 	 0.33634300
19943.99 	 0.33274100
19944.51 	 0.33680300
19979.73 	 0.35272900
19991.60 	 0.34466600
19995.38 	 0.34983200
20012.72 	 0.35400100
20013.73 	 0.36037700
20025.55 	 0.35504300
20051.45 	 0.34446700
20064.47 	 0.34413000
20082.23 	 0.35254500
20096.66 	 0.34189200
20097.88 	 0.34665900
20100.10 	 0.35237600
20103.86 	 0.33648100
20113.96 	 0.34869700
20115.08 	 0.33703300
20131.83 	 0.33079500
20137.65 	 0.33091700
20155.06 	 0.33209800
20156.07 	 0.34196900
20166.43 	 0.33944000
20168.15 	 0.33177600
20175.89 	 0.33320100
20179.60 	 0.33951600
20190.44 	 0.32483200
20190.98 	 0.33593000
20219.47 	 0.33640500
20240.57 	 0.34765500
20241.63 	 0.34842100
20248.72 	 0.34754800
20294.63 	 0.34337900
20311.81 	 0.34744100
20323.65 	 0.34406800
20325.38 	 0.35548800
20326.34 	 0.35844600
20338.87 	 0.34532500
20350.49 	 0.34169300
20358.78 	 0.35919700
20361.19 	 0.34170800
20389.95 	 0.34894300
20392.64 	 0.33312500
20396.28 	 0.33856600
20400.76 	 0.33340000
20406.63 	 0.33088700
20414.80 	 0.33661900
20426.18 	 0.34170800
20439.14 	 0.33582200
20444.04 	 0.34025200
20467.33 	 0.34245900
20471.53 	 0.34889700
20514.49 	 0.35292800
20523.23 	 0.35211500
20577.28 	 0.34604600
20592.52 	 0.33297100
20632.88 	 0.34598400
20637.35 	 0.35597800
20654.36 	 0.33755400
20671.26 	 0.35605500
20681.97 	 0.35738800
20697.05 	 0.34322500
20698.79 	 0.34596900
20706.17 	 0.34619900
20710.76 	 0.34108000
20712.19 	 0.35240700
20727.06 	 0.35665200
20729.36 	 0.34436000
20737.22 	 0.34245900
20751.23 	 0.34224400
20755.19 	 0.33468800
20760.16 	 0.33378400
20775.63 	 0.33686400
20778.19 	 0.34230600
20781.44 	 0.33776900
20812.48 	 0.33720200
20821.90 	 0.33799900
20827.73 	 0.32887900
20835.09 	 0.33338500
20838.10 	 0.33605200
20841.89 	 0.33553100
20854.60 	 0.32621200
20861.53 	 0.33258800
20888.99 	 0.33028900
20906.59 	 0.33329300
20927.14 	 0.33899500
20932.85 	 0.35127200
20934.40 	 0.35283600
20948.38 	 0.34783900
20957.24 	 0.35493600
20958.34 	 0.35092000
20970.10 	 0.34314900
20975.94 	 0.34071200
20977.68 	 0.35246800
20991.35 	 0.34066600
20993.10 	 0.34718000
20995.85 	 0.33974600
21021.70 	 0.34621400
21057.31 	 0.35458300
21125.90 	 0.34103400
21149.61 	 0.33914800
21149.92 	 0.34000700
21169.44 	 0.34212200
21170.03 	 0.34245900
21174.02 	 0.33911800
21186.67 	 0.35820000
21190.61 	 0.35861400
21194.74 	 0.35889000
21207.97 	 0.35752600
21216.72 	 0.35174800
21218.61 	 0.34532500
21237.11 	 0.35711200
21239.64 	 0.36191000
21242.19 	 0.35754100
21267.78 	 0.36535800
21293.31 	 0.35058300
21298.03 	 0.35041400
21315.93 	 0.34796200
21334.17 	 0.35436900
21339.10 	 0.35076700
21378.20 	 0.35591700
21396.90 	 0.36030000
21407.19 	 0.36469900
21433.29 	 0.35530400
21453.81 	 0.34108000
21459.07 	 0.35990200
21463.46 	 0.34981600
21469.93 	 0.35191600
21479.84 	 0.35131800
21497.48 	 0.34813000
21503.60 	 0.34376200
21504.15 	 0.35262100
21510.87 	 0.34616800
21536.43 	 0.37145900
21573.54 	 0.34135500
21593.80 	 0.34080400
21620.18 	 0.34370100
21624.63 	 0.34017500
21631.13 	 0.33562300
21631.80 	 0.33041200
21649.71 	 0.35554900
21651.35 	 0.34941800
21652.92 	 0.33104000
21674.10 	 0.33536200
21689.39 	 0.34104900
21696.91 	 0.33643500
21706.10 	 0.33755400
21711.30 	 0.34215200
21714.55 	 0.33510200
21716.51 	 0.33022800
21736.00 	 0.34180000
21737.76 	 0.33061100
21828.27 	 0.34739500
21845.68 	 0.34066600
21849.23 	 0.36027000
21852.11 	 0.36005500
21872.69 	 0.34144700
21904.99 	 0.34880500
21919.26 	 0.33953100
21933.80 	 0.34411400
21942.35 	 0.34242800
21952.60 	 0.34040500
21952.86 	 0.34524900
21954.33 	 0.34681200
21969.57 	 0.35033700
21972.11 	 0.34376200
21974.10 	 0.35171700
21996.02 	 0.35364800
21999.16 	 0.34434400
22000.96 	 0.34642900
22013.27 	 0.35473600
22024.96 	 0.35469000
22030.49 	 0.34619900
22048.19 	 0.35450700
22054.08 	 0.33120900
22061.77 	 0.34160100
22068.35 	 0.33232800
22068.87 	 0.33944000
22069.44 	 0.34682700
22077.02 	 0.33228200
22095.71 	 0.33563800
22102.29 	 0.33655800
22104.75 	 0.34068100
22106.84 	 0.33378400
22123.39 	 0.33855100
22184.80 	 0.33260300
22239.66 	 0.34482000
22254.13 	 0.34762400
22286.44 	 0.34095700
22287.60 	 0.35357200
22299.98 	 0.35334200
22334.78 	 0.35711200
22342.32 	 0.34504900
22348.16 	 0.34009900
22357.45 	 0.34245900
22359.56 	 0.35024500
22372.60 	 0.34690400
22378.87 	 0.34152400
22398.68 	 0.33658900
22403.53 	 0.34141700
22409.75 	 0.33779900
22419.05 	 0.34589200
22423.24 	 0.35424600
22453.69 	 0.36063800
22456.87 	 0.34488100
22489.99 	 0.36221600
22528.80 	 0.35161000
22532.89 	 0.35712800
22541.58 	 0.34721100
22552.13 	 0.35176300
22558.88 	 0.34768600
22585.73 	 0.35899800
22597.17 	 0.34491100
22606.01 	 0.36082100
22625.41 	 0.35651400
22628.00 	 0.34745600
22644.15 	 0.35249900
22645.37 	 0.35439900
22673.02 	 0.34698100
22680.49 	 0.34882000
22682.11 	 0.36638500
22695.14 	 0.35390900
22704.82 	 0.35243700
22723.56 	 0.36066800
22738.14 	 0.34163100
22765.59 	 0.33979200
22781.36 	 0.34000700
22797.40 	 0.33983800
22807.52 	 0.34564700
22809.97 	 0.35416900
22840.80 	 0.36253800
22862.36 	 0.34664300
22883.61 	 0.34253600
22965.42 	 0.35810900
22979.22 	 0.35251400
22981.27 	 0.34963200
22990.08 	 0.35452200
22990.95 	 0.35789400
22991.75 	 0.34762400
22992.44 	 0.34865100
22994.80 	 0.35628500
23019.33 	 0.35170200
23023.80 	 0.34094200
23026.67 	 0.34268900
23043.62 	 0.35029100
23059.99 	 0.33876500
23064.68 	 0.34486500
23066.68 	 0.34708800
23073.46 	 0.35968700
23085.63 	 0.33539300
23099.85 	 0.34172300
23141.59 	 0.33790700
23150.38 	 0.34409900
23181.22 	 0.34710300
23185.52 	 0.33887200
23192.72 	 0.34494200
23204.08 	 0.34529500
23208.91 	 0.35202300
23210.84 	 0.35099700
23212.24 	 0.34698100
23225.42 	 0.35542600
23242.57 	 0.36296700
23257.93 	 0.34992400
23275.14 	 0.35252900
23290.27 	 0.35755700
23290.98 	 0.35378600
23310.79 	 0.34716500
23313.73 	 0.33755400
23357.73 	 0.33787600
23365.65 	 0.33867300
23378.09 	 0.34170800
23401.20 	 0.33654300
23416.06 	 0.33473400
23420.31 	 0.35579400
23428.18 	 0.34981600
23435.45 	 0.34409900
23436.99 	 0.35078200
23440.17 	 0.34771600
23502.31 	 0.33577600
23512.26 	 0.34695000
23517.49 	 0.34459000
23536.78 	 0.34264300
23567.35 	 0.36566500
23570.67 	 0.36014700
23575.45 	 0.36267600
23582.60 	 0.34905000
23583.00 	 0.34920300
23597.03 	 0.34416000
23603.38 	 0.34636800
23609.03 	 0.35194700
23615.21 	 0.36183300
23626.99 	 0.34719500
23669.70 	 0.35055200
23709.18 	 0.34244400
23720.73 	 0.36715200
23726.59 	 0.34883500
23727.22 	 0.34779300
23737.08 	 0.34592300
23738.93 	 0.35240700
23748.15 	 0.35159400
23763.90 	 0.35389300
23770.06 	 0.35879800
23775.39 	 0.35338800
23776.28 	 0.34859000
23791.33 	 0.35297400
23800.13 	 0.35214600
23809.19 	 0.36005500
23860.75 	 0.35729600
23864.83 	 0.35780200
23895.13 	 0.34874300
23912.69 	 0.34983200
23931.25 	 0.36549600
23942.61 	 0.35809300
23952.47 	 0.36106700
23954.90 	 0.35921200
23983.86 	 0.34642900
23988.76 	 0.34258200
24009.06 	 0.34695000
24024.12 	 0.34296500
24024.98 	 0.35843000
24044.92 	 0.35596300
24055.77 	 0.34482000
24057.03 	 0.33856600
24078.33 	 0.34794600
24080.10 	 0.34917300
24082.64 	 0.33674200
24086.00 	 0.34541700
24089.71 	 0.33390600
24113.32 	 0.34641400
24124.60 	 0.33921000
24137.60 	 0.34552500
24142.80 	 0.34995400
24170.47 	 0.34137100
24170.94 	 0.34293400
24186.35 	 0.33159200
24205.13 	 0.34779300
24223.93 	 0.33458100
24257.32 	 0.34436000
24264.33 	 0.34264300
24331.20 	 0.33922500
24332.70 	 0.33588400
24335.79 	 0.33712500
24375.94 	 0.34914200
24376.75 	 0.34618400
24385.56 	 0.33856600
24393.80 	 0.34774700
24413.17 	 0.33579200
24422.83 	 0.34921900
24430.42 	 0.36175600
24437.76 	 0.36005500
24444.07 	 0.34908100
24478.49 	 0.36027000
24479.16 	 0.36914400
24481.61 	 0.35021500
24490.45 	 0.35717400
24492.30 	 0.35628500
24503.92 	 0.34098800
24523.10 	 0.34721100
24532.87 	 0.34604600
24538.55 	 0.34166200
24541.01 	 0.33761600
24557.60 	 0.34546300
24615.37 	 0.34704200
24628.35 	 0.34354700
24637.72 	 0.35950300
24655.04 	 0.35395500
24658.46 	 0.36189400
24664.97 	 0.35205400
24667.24 	 0.34157000
24669.80 	 0.34696500
24683.22 	 0.35507400
24697.03 	 0.36364200
24699.79 	 0.35786300
24700.33 	 0.34917300
24704.59 	 0.34918800
24753.58 	 0.34425200
24774.35 	 0.34495700
24777.83 	 0.34811500
24796.03 	 0.35046000
24802.66 	 0.34710300
24816.39 	 0.35453700
24849.30 	 0.35999400
24880.88 	 0.33881100
24917.05 	 0.34143200
24917.64 	 0.35827700
24920.03 	 0.35607000
24966.83 	 0.35487400
24992.73 	 0.34163100
24997.39 	 0.35015400
25005.40 	 0.34170800
25007.74 	 0.34057400
25047.31 	 0.34747100
25049.08 	 0.35049100
25124.20 	 0.34039000
25129.21 	 0.34213700
25140.94 	 0.34354700
25164.91 	 0.35640700
25199.13 	 0.35168600
25237.02 	 0.36797900
25237.47 	 0.35536500
25240.47 	 0.36699900
25241.99 	 0.36197100
25258.33 	 0.35502800
25260.05 	 0.36201700
25284.23 	 0.37852500
25290.17 	 0.37152000
25298.83 	 0.37038600
25309.75 	 0.35360200
25332.71 	 0.36942000
25391.48 	 0.34564700
25414.17 	 0.35628500
25416.75 	 0.36926700
25418.12 	 0.36390200
25419.56 	 0.35013800
25435.02 	 0.36123500
25485.29 	 0.36614000
25485.75 	 0.35213100
25494.98 	 0.35896700
25504.09 	 0.36900600
25513.12 	 0.34397600
25526.88 	 0.36655400
25527.88 	 0.36712100
25542.33 	 0.34584600
25561.43 	 0.34833000
25568.82 	 0.34241300
25579.92 	 0.34765500
25591.46 	 0.35633100
25619.56 	 0.34906500
25621.92 	 0.35594700
25628.94 	 0.34606100
25638.30 	 0.35088900
25643.10 	 0.35596300
25660.88 	 0.35153300
25675.26 	 0.36028500
25677.57 	 0.35475200
25704.30 	 0.34229000
25730.56 	 0.34966300
25740.99 	 0.34739500
25742.72 	 0.35789400
25752.91 	 0.34698100
25753.63 	 0.35360200
25757.52 	 0.35766400
25758.60 	 0.36477600
25761.44 	 0.34667400
25764.88 	 0.36043800
25780.84 	 0.35082800
25792.37 	 0.35695900
25802.06 	 0.35150200
25807.30 	 0.35846100
25822.09 	 0.35812400
25832.08 	 0.34540200
25844.99 	 0.35085900
25848.62 	 0.34203000
25858.79 	 0.35240700
25864.50 	 0.34636800
25878.41 	 0.34668900
25905.32 	 0.35164000
25912.00 	 0.34561700
25921.20 	 0.36089800
25923.37 	 0.34403800
25926.96 	 0.33887200
25931.93 	 0.34003700
25949.57 	 0.33553100
25951.89 	 0.34371600
25952.96 	 0.35432300
25961.38 	 0.34750200
25967.16 	 0.33557700
26005.54 	 0.32730000
26009.58 	 0.33631300
26040.00 	 0.32631900
26041.09 	 0.32904700
26052.42 	 0.33407500
26061.90 	 0.34020600
26063.60 	 0.33832100
26089.67 	 0.33703300
26098.38 	 0.33859700
26111.02 	 0.33651200
26118.08 	 0.33067200
26124.74 	 0.35081300
26129.60 	 0.33346200
26143.07 	 0.33280300
26149.72 	 0.33798300
26162.28 	 0.33862700
26173.79 	 0.34111000
26183.73 	 0.35196200
26220.71 	 0.35288200
26229.53 	 0.36479100
26245.04 	 0.35510400
26247.36 	 0.35321900
26265.73 	 0.34918800
26288.16 	 0.36532800
26295.89 	 0.35633100
26297.44 	 0.36210900
26323.28 	 0.34722600
26323.96 	 0.36086700
26324.38 	 0.34350100
26325.53 	 0.35214600
26347.83 	 0.35809300
26349.70 	 0.35291200
26367.98 	 0.35738800
26373.96 	 0.35685200
26391.80 	 0.36046900
26410.59 	 0.34865100
26422.95 	 0.36057600
26423.49 	 0.35600900
26431.89 	 0.34935600
26438.54 	 0.35279000
26440.65 	 0.35744900
26449.88 	 0.37276200
26453.93 	 0.36005500
26466.58 	 0.36186400
26473.52 	 0.36840900
26498.34 	 0.36336600
26505.64 	 0.35174800
26527.80 	 0.35781700
26546.84 	 0.35406200
26549.80 	 0.35116500
26584.01 	 0.35164000
26604.43 	 0.35107300
26612.54 	 0.35542600
26617.60 	 0.34658200
26619.65 	 0.35751100
26625.32 	 0.35626900
26635.23 	 0.34790000
26635.88 	 0.34497300
26640.92 	 0.35243700
26651.31 	 0.34321000
26662.15 	 0.35275900
26674.09 	 0.34642900
26676.12 	 0.34961700
26682.54 	 0.35041400
26683.78 	 0.35395500
26684.30 	 0.33781500
26685.40 	 0.35124200
26727.03 	 0.33812100
26730.10 	 0.33885700
26731.61 	 0.35019900
26741.96 	 0.34065000
26746.19 	 0.34023700
26756.58 	 0.35660600
26771.02 	 0.33642000
26791.69 	 0.34656700
26799.90 	 0.34055800
26827.63 	 0.34350100
26831.29 	 0.34833000
26832.16 	 0.34734900
26834.54 	 0.35102700
26839.04 	 0.35372500
26849.75 	 0.35102700
26869.62 	 0.33965400
26870.39 	 0.35225300
26892.25 	 0.35027600
26895.67 	 0.34411400
26906.51 	 0.34262800
26914.13 	 0.34454400
26930.04 	 0.34558600
26931.59 	 0.34534100
26940.74 	 0.35544200
26958.29 	 0.34232100
26961.92 	 0.34779300
26982.64 	 0.35069000
26983.81 	 0.35709700
27000.00 	 0.33861200
27001.85 	 0.34642900
27037.40 	 0.33379900
27038.70 	 0.34072700
27061.31 	 0.33878000
27061.87 	 0.35177800
27064.13 	 0.35009200
27066.73 	 0.34360900
27067.07 	 0.35780200
27068.79 	 0.33980700
27081.71 	 0.34457400
27092.21 	 0.33672700
27095.69 	 0.34002200
27111.78 	 0.34443600
27142.12 	 0.34860500
27161.37 	 0.35082800
27174.97 	 0.35321900
27178.52 	 0.34604600
27201.95 	 0.34241300
27231.67 	 0.36318200
27264.72 	 0.35248300
27273.70 	 0.35512000
27294.63 	 0.36310500
27302.77 	 0.34144700
27329.45 	 0.35631500
27336.26 	 0.35550300
27359.03 	 0.34403800
27361.87 	 0.34016000
27370.17 	 0.33565400
27381.34 	 0.34088000
27399.84 	 0.34273500
